"YEAR","STATIONID","SPECIES_CODE","WGTCPUE"
2007,"N-22",21740,94.6514465526086
2007,"P-22",10210,171.712905410772
2007,"O-24",10110,1.87031416661905
2007,"K-14",21740,0
2007,"F-13",10285,5.33056417564776
2007,"H-12",10210,2572.25061069058
2007,"J-10",10130,249.039588655214
2007,"H-10",10110,67.0371801674909
2007,"M-06",10110,0
2007,"E-06",10285,63.7265581245244
2007,"D-02",21740,0.370244404996137
2007,"I-01",10285,959.553200739536
2007,"E-22",10130,695.641408201634
2007,"K-23",21740,4454.10153582331
2007,"O-27",10130,1030.79814066652
2007,"P-31",10285,0
2007,"L-29",10130,1446.99933564627
2008,"H-11",10110,0
2008,"G-05",21740,381.321756049699
2008,"F-05",10130,3240.71075206339
2008,"C-03",10285,0
2008,"K-02",10110,0
2008,"N-03",10285,336.487435699354
2008,"L-18",10110,0
2008,"J-20",10285,1560.1360936192
2008,"L-24",10210,0
2008,"G-24",10210,0
2008,"L-27",10210,0
2008,"O-27",10210,0
2008,"R-28",10210,0
2008,"P-27",10110,277.36449980633
2008,"B-06",10110,5920.69698793845
2008,"K-03",21740,606.225812668672
2008,"N-19",10210,2314.55956054032
2008,"Q-23",10210,2146.55683530535
2008,"E-20",10285,0
2008,"F-23",21740,4098.12189861886
2008,"H-25",21740,64587.0145878531
2008,"K-25",10130,297.888012194308
2008,"P-25",10110,0
2008,"R-29",21740,14579.8057119078
2008,"Q-29",10110,2498.25455367955
2008,"M-29",10130,5817.30296009108
2008,"L-28",10210,0
2009,"H-11",10110,0
2009,"I-09",10130,0
2009,"F-01",10130,3586.80758150463
2009,"O-04",10130,0
2009,"R-25",10285,210.288676814106
2009,"Q-31",10285,0
2009,"L-30",21740,0
2009,"L-30",10130,3873.54038199238
2009,"M-30",10210,0
2009,"I-14",10210,2566.38353859569
2009,"G-14",10285,9.45967249490346
2009,"K-08",10210,9239.61545061942
2009,"H-06",10210,11702.4904778573
2009,"F-06",10285,318.88245543535
2009,"J-04",10210,3477.51478009704
2009,"J-04",10110,0
2009,"K-02",10130,17.8371106459613
2009,"F-18",21740,18426.9516706451
2009,"Q-19",10285,3584.52562747983
2009,"N-20",10110,0
2009,"N-20",10285,7345.30633653934
2009,"I-22",21740,10466.3613403103
2009,"L-22",10130,0.20637196131475
2009,"K-25",10130,435.806809064573
2009,"T-29",21740,68.2518883549594
2009,"P-31",21740,36063.4938677857
2009,"N-31",10285,0
2009,"M-29",10210,0
2009,"L-29",10210,0
2010,"H-16",10210,23589.5884969382
2010,"E-08",21740,19325.6780417657
2010,"K-08",10110,0
2010,"L-08",10210,97964.4629874195
2010,"L-07",10210,14673.9274424979
2010,"H-06",10210,10505.2987087718
2010,"B-06",10285,0
2010,"A-03",21740,0
2010,"M-29",10210,0
2010,"I-13",10130,398.351592799744
2010,"H-09",10110,0
2010,"J-07",10110,0
2010,"E-03",10285,0
2010,"K-03",21740,68.6193402810494
2010,"L-26",10210,0
2010,"O-20",10285,4034.21806994242
2010,"L-21",10110,0
2010,"K-22",10110,0
2010,"I-24",10210,0
2010,"I-24",10285,0
2010,"P-25",10110,0
2010,"R-32",10285,0
2010,"Q-28",10285,0
2011,"K-13",10285,274.915947829065
2011,"K-13",10210,42612.6403890234
2011,"G-11",10285,2139.89757469661
2011,"D-08",10130,4226.96658482142
2011,"N-03",10110,0
2011,"J-01",10130,135.673631810296
2011,"E-18",10110,5539.09503728438
2011,"Q-25",21740,13.0630894499443
2011,"F-24",10285,0
2011,"G-26",10285,0
2011,"P-32",10130,2272.22267449175
2011,"P-31",10210,0
2011,"L-29",10130,1579.48454853547
2011,"L-27",21740,7612.17832253008
2011,"J-15",10285,208.104222712024
2011,"J-10",10130,85.0136503925876
2011,"O-02",10130,0
2011,"C-06",10210,0
2011,"Z-05",10285,0
2011,"Q-01",10110,0
2011,"J-20",10210,166.955421437955
2011,"K-22",10130,47.294565817165
2011,"M-22",10110,0
2011,"P-24",10210,48.265317080646
2011,"R-26",10210,0
2012,"I-18",10210,2796.94166445335
2012,"F-02",10110,382.958703701579
2012,"L-02",10210,8529.21215368473
2012,"L-02",10130,0
2012,"J-14",10210,11994.5729501524
2012,"K-13",10285,3426.5876075546
2012,"F-12",10285,1350.75595815146
2012,"E-08",21740,3548.52483097943
2012,"L-31",10210,0
2012,"M-32",10110,3868.69611198891
2012,"G-15",10285,0
2012,"F-13",10130,110.560495656828
2012,"H-09",10210,6998.4984482792
2012,"K-07",21740,429.096237504568
2012,"I-05",10210,16092.0870359914
2012,"B-02",10285,0
2012,"I-01",10210,8911.99967830737
2012,"S-22",10210,82.2845896496901
2012,"K-24",10110,70.7793822964411
2012,"I-24",10210,0
2012,"P-28",10285,58.0953179431408
2013,"K-13",10210,32943.3088043082
2013,"E-12",10130,419.677478817103
2013,"G-09",10130,395.534540499468
2013,"I-08",10210,10911.9286969971
2013,"N-05",10285,63.6926499175563
2013,"Z-05",10285,0
2013,"H-04",21740,3938.45806244252
2013,"J-18",21740,3144.43185945514
2013,"M-22",10110,0
2013,"G-23",10130,448.69349326969
2013,"G-25",10130,1781.3580096083
2013,"V-26",10285,0
2013,"Q-31",10110,894.671422783353
2013,"M-31",10110,2894.90086700083
2013,"I-10",10110,0
2013,"G-10",10285,13865.7083244662
2013,"D-10",10130,433.91695111395
2013,"D-10",10110,845.184513170164
2013,"F-08",21740,728.690203546954
2013,"G-07",10130,3002.4954951105
2013,"D-06",10210,253.828205301342
2013,"K-18",21740,4092.15313508447
2013,"Q-23",10110,0
2013,"L-24",10130,3143.94601373212
2013,"J-24",10110,6415.99212482245
2013,"N-26",10110,1004.23999995518
2013,"L-27",10130,1145.64008103951
2014,"M-04",10110,0
2014,"O-03",10110,0
2014,"O-03",10285,179.451029738491
2014,"F-04",10110,716.487394482591
2014,"G-02",10110,500.239814464558
2014,"L-20",10130,24.3733989525727
2014,"I-19",10130,955.813767244531
2014,"E-20",10210,0
2014,"L-26",10210,0
2014,"R-32",10210,0
2014,"N-27",10285,0
2014,"J-15",10210,5795.96765021423
2014,"E-12",10130,96.2282459390319
2014,"H-06",10285,836.376993329758
2014,"E-03",10285,0
2014,"K-03",10110,0
2014,"J-01",10110,429.96987778649
2014,"P-22",21740,2362.91594685051
2014,"L-23",10285,148.881067165375
2014,"F-23",21740,6075.71979143051
2014,"R-24",10130,0
2014,"S-22",21740,3866.50866219137
2014,"S-22",10285,1952.61212370134
2014,"S-28",10210,0
2014,"S-28",10110,0
2014,"S-29",10285,11.584031335577
2014,"M-32",10285,0
2015,"K-09",10110,0
2015,"F-09",10285,1282.98550204297
2015,"F-03",10285,33.6408038357941
2015,"Z-05",21740,26531.6043251481
2015,"C-01",10110,1231.30641086232
2015,"H-01",10130,900.035824450306
2015,"I-01",10130,0
2015,"K-21",10110,0
2015,"Q-25",10110,0
2015,"Q-26",21740,15792.562072261
2015,"N-27",10285,23.1584407884986
2015,"Q-28",10110,317.338411403913
2015,"M-28",10210,0
2015,"E-11",10110,276.203131774578
2015,"H-10",21740,565.23596919464
2015,"M-07",21740,1389.65158410752
2015,"J-04",10110,0
2015,"F-04",21740,1793.79464765257
2015,"J-20",10130,1955.98146534499
2015,"Q-22",21740,5714.50240050648
2015,"O-24",10285,90.8921584707813
2015,"R-30",10285,0
2016,"N-04",10130,0
2016,"M-04",10285,122.765652266965
2016,"G-05",10210,14854.5781958025
2016,"K-01",10285,2715.02471509574
2016,"J-18",10285,1728.32087487614
2016,"I-18",10130,329.610930917119
2016,"M-03",10285,170.480323058678
2016,"E-21",10285,0
2016,"H-14",10130,351.921581444348
2016,"I-12",10210,10856.1266416377
2016,"E-08",10130,691.533585162504
2016,"G-07",21740,4440.99526872936
2016,"H-02",10285,2894.00503403778
2016,"J-22",10130,9121.34767432685
2016,"N-21",10130,34.0640392414045
2016,"V-25",10285,343.619676723094
2016,"T-28",21740,7405.14584400151
2016,"R-31",10130,126.380868969579
2016,"N-29",10110,1526.36640101324
2016,"G-26",10110,479.231413362367
2017,"E-12",10210,5802.01160477372
2017,"H-07",21740,4896.12974630985
2017,"D-07",10110,5395.79554195808
2017,"C-04",10285,0
2017,"C-02",21740,39590.2963356989
2017,"F-02",10285,860.438944402401
2017,"K-01",10285,1945.56755035646
2017,"K-19",10130,203.755775251745
2017,"L-19",10130,3.88968436884329
2017,"P-20",10285,2916.45558054598
2017,"Q-25",10110,0
2017,"P-28",10130,655.818836778255
2017,"P-31",21740,12440.9212204748
2017,"H-12",10285,373.357371985171
2017,"M-07",10285,461.483112888703
2017,"O-03",10285,182.895264837389
2017,"G-08",10210,14594.9466732904
2017,"G-19",10110,821.96234860145
2017,"E-01",21740,200.549000263234
2017,"M-23",21740,9915.89508715279
2017,"O-22",10210,541.214871497442
2017,"S-29",10210,0
2018,"J-12",10110,64.4622460622743
2018,"F-14",10210,11033.6037441476
2018,"H-08",21740,4955.37192646602
2018,"L-09",10130,0
2018,"O-03",10110,0
2018,"F-06",10285,1702.70560816991
2018,"D-05",10130,2994.30361753179
2018,"A-03",21740,0
2018,"Z-05",21740,12965.8797721163
2018,"Z-05",10130,3810.70192226539
2018,"K-04",21740,2239.24616383958
2018,"H-02",10110,819.772522641809
2018,"Q-20",10110,15.4203703091784
2018,"N-24",10130,4051.45710150012
2018,"K-24",10110,1212.44706662237
2018,"T-26",10210,48.0258600785038
2018,"I-15",10210,9739.31145888988
2018,"G-09",10210,6402.58948802925
2018,"B-07",10110,8141.58212064223
2018,"C-09",10110,528.913328435821
2018,"N-04",21740,3341.08139437458
2018,"N-05",10210,4646.93934368393
2018,"G-04",10110,751.964316127277
2018,"N-19",10285,1341.24594656885
2018,"G-19",21740,41.3219706896974
2018,"G-20",10285,551.694716695615
2018,"F-24",21740,49.0677224115589
2018,"H-24",10110,1698.72388694911
2018,"N-29",10110,894.711460735639
2019,"H-11",10110,353.825470010558
2019,"D-08",21740,3952.91998755815
2019,"O-04",10210,2728.62702025642
2019,"K-05",10110,0
2019,"F-05",10130,5003.01967318947
2019,"F-01",10210,901.924344517906
2019,"F-22",10130,884.46825709062
2019,"P-19",10110,0
2019,"Q-21",21740,2290.26813649551
2019,"Q-23",10210,910.831643002028
2019,"N-27",10130,401.616172777106
2019,"N-24",10110,4180.97283821459
2019,"Q-30",10210,0
2019,"R-29",10110,997.966155947587
2019,"T-25",10130,97.0093611456896
2019,"K-14",10210,9354.7466577055
2019,"D-10",21740,9343.85442482383
2019,"K-22",10130,6502.48986905785
2019,"L-03",10285,169.921300433475
2019,"Q-26",10210,57.5770565539159
2019,"P-26",10130,261.482974876816
2019,"P-32",10285,0
2019,"R-31",10130,0
1987,"N-05",21740,63.7743859905365
1987,"L-19",21740,1751.69523966996
1987,"P-23",10110,2.28214316516053
1987,"G-23",21740,2487.38738738739
1987,"N-28",21740,9305.65350680447
1987,"D-03",10285,0
1987,"L-01",10110,0
1987,"M-01",10130,0
1990,"R-27",21740,11628.5863190399
1990,"R-27",10110,0
1987,"G-02",21740,17503.9972958148
1988,"R-27",21740,1958.45643325825
1988,"Q-27",21740,3920.33542976939
1990,"O-28",10130,700.282221574402
1990,"L-30",10110,1603.13849125895
1990,"M-30",21740,31897.4925769818
1990,"R-30",10285,0
1992,"G-14",21740,6103.77149605137
1992,"J-10",10130,265.503695050474
1989,"I-21",10130,821.266261575823
1991,"C-02",10285,0
1988,"F-22",21740,30091.7860305629
1988,"E-22",10110,4006.1051945602
1988,"J-24",10130,867.695228780141
1988,"G-26",21740,15671.0474075136
1990,"K-27",10110,5821.99593261143
1990,"L-27",10110,3188.78887820161
1990,"O-27",21740,112056.382270425
1990,"O-27",10285,0
1990,"Q-27",10110,0
1992,"F-08",10130,2416.47167983377
1988,"M-29",21740,23772.8665279575
1988,"O-26",10110,0
1988,"N-28",21740,24285.5245924397
1991,"E-18",10110,3152.465139689
1989,"T-29",10110,846.520695421794
1991,"Q-20",10110,0
1989,"N-28",10285,34.1787773898348
1989,"N-31",10210,0
1990,"J-14",10110,0
1990,"G-12",10130,938.285880097779
1990,"C-08",10285,1073.513217031
1987,"E-18",21740,34242.8604812111
1989,"H-26",10285,0
1988,"M-32",10110,1014.72034446403
1992,"L-25",10110,86.1249271290554
1992,"S-23",10285,26.3329941581771
1992,"T-25",10210,13.3814277589847
1991,"G-09",10210,19282.0495835173
1991,"G-06",10285,895.372654961708
1991,"T-29",10110,0
1991,"O-30",10285,0
1992,"R-29",10130,23.8438868815728
1992,"M-05",10110,0
1989,"K-14",10210,26722.3151125983
1989,"J-10",10130,0
1989,"D-10",10110,648.615335280766
1991,"L-05",10285,276.595702994894
1991,"Q-28",10130,401.985935035438
1992,"E-11",10285,178.220762718857
1989,"E-11",21740,8999.55087218816
1989,"I-11",10130,847.41623980393
1988,"D-10",10210,3717.51021529548
1990,"G-09",10130,1424.9119650156
1992,"D-06",10285,0
1992,"I-05",10210,5999.85794114137
1987,"S-28",10285,0
1990,"J-11",10285,136.362652506115
1990,"J-11",10110,0
1989,"F-09",10130,1178.28468382846
1988,"C-06",10130,8230.16461454939
1988,"I-04",21740,4826.89472860684
1988,"J-04",10210,14549.2671429106
1989,"G-08",10130,2292.7368724459
1989,"I-08",10110,0
1989,"F-06",10210,11521.9229500082
1992,"J-06",10130,127.933010269727
1992,"H-07",10285,4967.78472828624
1989,"N-05",10110,0
1992,"I-18",21740,2982.50491490756
1992,"H-19",10285,211.728039567736
1991,"G-01",10130,153.696499009812
1987,"P-27",10210,0
1987,"M-26",21740,181260.131559557
1987,"L-26",21740,35318.8174403531
1988,"K-14",21740,0
1988,"J-14",10210,18776.0706399755
1988,"G-14",21740,6828.33667470363
1989,"A-05",10130,1717.81527683913
1989,"G-03",10130,4707.97496768693
1991,"I-13",21740,4303.56950713278
1991,"K-11",10210,7227.64933888845
1992,"O-21",10210,2052.14315603151
1992,"H-25",21740,91.9151525659281
1987,"J-10",21740,1227.42356069567
1987,"L-09",10285,0
1987,"N-07",10210,58975.2532793513
1989,"J-04",10285,4095.25492660278
1989,"K-04",21740,436.557356038604
1989,"J-02",10210,12997.3512585835
1991,"B-01",10285,0
1991,"O-19",10285,3787.73656743144
1991,"Q-19",10130,0
1990,"M-24",10130,163.942063466145
1990,"E-01",10210,0
1990,"E-18",10285,0
1990,"E-19",10130,1147.77592932182
1990,"P-21",10110,0
1987,"F-08",10130,633.340682640038
1987,"C-08",10110,3338.85895841967
1988,"I-21",10285,564.128454059193
1988,"I-21",21740,5802.6720419508
1988,"M-21",10285,78.9940913309868
1991,"E-10",10210,11224.4547567278
1990,"I-21",10210,266.443187958024
1987,"I-06",10210,16341.0376958964
1987,"I-06",10285,1886.84321802096
1987,"J-06",10130,13.2856612547135
1989,"L-18",10130,113.786510391569
1989,"E-20",10130,361.936834851851
1988,"H-25",10210,0
1988,"O-25",10210,15.2504117611176
1988,"J-26",10210,0
1992,"O-02",21740,1528.29694223182
1993,"K-03",10130,42.0133622986433
1993,"K-03",21740,5139.6609293072
1992,"H-04",10130,32.1519928007028
1992,"J-04",10130,0
1993,"I-26",10130,1393.59436887894
1993,"P-24",10210,384.122919334187
1993,"N-26",10130,137.39412486103
1993,"Q-28",21740,6596.44799855686
1993,"S-28",10210,0
1988,"G-13",10110,20.074238476321
1990,"G-02",10285,959.242493143175
1992,"H-20",10285,83.8096238807165
1992,"F-20",10285,82.0369899691284
1992,"E-22",10130,242.470954748368
1993,"L-19",10210,1866.12612612613
1993,"J-19",10130,882.242153806391
1988,"J-09",10210,4569.59416613824
1992,"P-22",10285,798.19745446755
1993,"T-28",10130,169.117219020692
1993,"M-30",10285,0
1993,"L-30",10285,0
1988,"J-07",10110,0
1990,"C-18",10130,1855.94508568115
1990,"H-18",10285,12.1320249776985
1990,"O-18",10285,1907.60362737673
1990,"O-20",10210,10394.4137267105
1990,"M-20",10110,0
1992,"F-24",21740,57521.7441643673
1988,"E-05",21740,10159.2430762814
1992,"R-23",10110,0
1993,"J-26",10210,0
1988,"C-03",21740,8888.31295281114
1988,"K-03",10130,0
1988,"E-01",10285,0
1988,"I-01",10110,0
1988,"I-01",10285,338.422167402058
1992,"N-31",10130,4258.25357984661
1993,"L-06",10110,0
1993,"G-04",10110,130.756756756757
1993,"G-04",21740,2960.1981981982
1993,"S-30",10110,23.8068916490812
1993,"H-09",10130,2113.64056505881
1993,"I-08",10285,4754.01216949477
1993,"M-18",10110,0
1992,"A-05",10110,8919.41389655966
1994,"N-02",10285,382.778682339859
1994,"O-02",10110,0
1994,"P-20",10110,0
1994,"D-04",10110,3648.4035088779
1994,"F-06",21740,12566.7197423282
1994,"H-14",10285,0
1994,"E-06",10285,710.042827366102
1994,"M-01",10130,0
1994,"O-19",10110,0
1994,"J-19",10210,6293.45686510333
1994,"F-19",10130,277.664306825141
1994,"P-21",10110,0
1994,"M-25",10110,0
1994,"F-20",21740,21945.4788509825
1994,"C-09",21740,41996.8022245395
1996,"N-29",21740,3557.49376091768
1996,"M-29",21740,2927.16768248005
1994,"B-05",10130,5908.6003341029
1994,"D-07",10210,1052.54784669965
1996,"P-26",10210,0
1996,"U-26",21740,490.330541061666
1996,"H-07",21740,242.849924221993
1996,"J-07",10210,11323.3146505994
1996,"M-07",21740,34.2088382750122
1996,"M-05",21740,216.057877723143
1996,"A-05",10110,5546.48718173882
1996,"D-03",10285,0
1996,"D-03",10130,1600.90732622304
1996,"K-03",10110,0
1996,"N-03",10210,20089.7099533718
1994,"F-24",10130,70.3815929682208
1994,"G-26",10110,4324.70919024124
1995,"J-04",10210,11139.3551311502
1995,"K-04",10130,151.95429713251
1995,"K-04",10285,856.465740807814
1995,"D-02",21740,373.358581869293
1994,"P-29",21740,202079.873876538
1994,"G-15",21740,1446.63354685472
1995,"L-25",10210,0
1994,"R-32",10110,0
1994,"U-25",21740,17.688955328451
1994,"V-27",10110,0
1995,"J-18",10130,327.331499395383
1995,"G-20",21740,6914.17147681661
1995,"K-27",10210,0
1994,"R-27",10110,0
1994,"M-23",10285,775.018177541113
1995,"H-22",21740,17874.8527690086
1995,"F-13",10210,7969.63430948424
1995,"J-11",10110,0
1995,"I-09",21740,2144.51235271419
1995,"L-01",21740,1369.56734192533
1995,"T-26",10285,26.8220862136127
1995,"M-01",21740,58.0325126730503
1995,"E-01",10130,1581.12041222567
1995,"T-29",10285,0
1995,"M-19",10285,4364.72552172939
1996,"D-18",10130,4635.9550402345
1997,"O-18",10285,1237.11678016234
1998,"E-05",21740,915.490458181475
1998,"J-01",10285,2000.61333409343
1998,"C-18",21740,24.5277127588992
1998,"R-23",10110,0
1998,"R-24",10285,31609.5079215112
1998,"N-24",10130,252.714788616715
1998,"O-19",21740,1305.55979788776
1998,"M-21",10210,3616.02204332947
1998,"S-28",21740,4444.96353114353
1998,"U-29",10285,0
1998,"S-31",10110,12.4701509123412
1997,"O-23",10130,0
1997,"J-18",21740,3990.04482376902
1997,"L-01",10110,0
1997,"L-01",10210,4638.14560789048
1997,"M-04",21740,233.274257107929
1996,"G-02",10130,635.609765915907
1996,"L-02",10285,1602.25617449606
1997,"J-23",10110,329.980319900269
1996,"I-01",10210,10313.8400864783
1996,"N-01",10110,0
1996,"P-25",10285,1065.21139508126
1996,"I-18",10110,1113.45487168372
1996,"H-18",10285,531.663235259763
1997,"J-14",10210,14806.4580447268
1997,"I-14",10285,45.7514996724243
1997,"M-06",21740,86.219794886109
1997,"N-06",10130,0
1996,"N-24",21740,28279.3754852941
1996,"K-27",10130,2205.48157538349
1996,"G-24",10210,0
1997,"I-07",10110,0
1997,"I-03",10285,1330.13111021836
1997,"I-10",10110,0
1997,"F-10",10110,0
1997,"H-08",10285,2721.95510635515
1997,"I-04",21740,971.901397547932
1997,"N-04",10130,0
1997,"H-09",10130,803.239185286829
1996,"L-30",10285,0
1996,"U-29",10110,0
1996,"R-27",10285,0
1997,"O-29",10130,455.069987451723
1997,"C-02",10285,0
1997,"L-31",10285,0
1996,"K-12",10285,0
1996,"F-10",21740,2144.62564721843
1997,"K-27",10130,1239.92603109154
1997,"J-26",10110,1902.63441023656
1996,"H-06",10130,560.760714148137
1999,"L-22",10285,353.228203008466
1999,"F-02",10210,0
1999,"Q-20",21740,10.2637410200455
1999,"Q-23",10210,228.458669504648
1999,"K-18",21740,3148.73923222656
1999,"H-04",21740,870.0492588804
2000,"E-21",10285,0
2000,"M-05",10110,0
2000,"I-03",10130,1743.43886595828
2000,"R-29",10130,657.319101439818
1998,"A-04",10130,340.675073642114
1998,"L-06",10210,9270.56284026625
1999,"U-29",10110,0
1998,"D-06",10130,765.485189873548
1998,"B-08",10130,2468.50039350423
1998,"F-08",21740,2114.62179351821
1999,"H-13",10130,75.1401825338215
1998,"K-13",21740,1636.5946483355
1998,"I-14",10210,6580.81360437376
1998,"F-14",21740,128.355397787666
1999,"V-26",10110,0
1999,"R-25",10110,0
1999,"R-28",10110,0
1999,"P-29",10110,290.388125380711
1999,"M-05",10110,0
1999,"B-03",10130,1601.88907667229
1999,"K-07",10210,2357.51362331981
1999,"N-19",10285,2366.35313727825
1999,"M-19",10130,0
1998,"N-25",10110,61.9631208859729
1998,"M-22",10110,0
1998,"N-22",10110,0
1998,"S-27",10130,717.096254253348
1998,"L-09",10210,15683.2225437367
1998,"D-07",21740,1373.16240269721
1998,"G-07",10210,17368.2523989676
1998,"M-05",21740,1496.71258080523
1999,"K-26",10210,0
1999,"S-24",10285,111.247486402776
1999,"S-24",10210,196.007476042986
1999,"S-25",10210,189.76713911568
1999,"G-02",10130,1332.05397525009
1999,"D-01",10210,0
1999,"I-20",10110,0
1999,"I-22",10110,91.1668372065969
1999,"E-10",10110,0
1999,"K-10",10110,0
1999,"Q-21",10210,530.726966700903
1999,"Q-21",10130,0
1999,"R-23",10130,0
1999,"H-26",10130,703.465106777886
1998,"K-20",10285,664.089602537417
1999,"H-14",10110,0
2000,"L-24",10130,2719.91084090383
2001,"K-05",10210,3396.71543167575
2001,"M-22",10130,0
2001,"L-22",10130,896.664719128224
2001,"L-27",10285,0
2001,"H-24",10285,0
2001,"J-21",10110,0
2002,"H-03",10130,1466.27770589958
2003,"G-01",10110,215.554306980823
2003,"D-01",10130,1220.24490352645
2002,"L-25",10110,1799.56439141056
2002,"L-25",10210,0
2003,"K-23",10285,445.153349547707
2003,"M-23",21740,5976.07369119222
2003,"S-25",10210,848.727811185149
2002,"K-13",10210,21079.4035609104
2002,"D-09",10130,678.138058177167
2000,"E-10",10110,700.79772207304
2000,"D-09",10110,347.24614718216
2001,"H-01",10285,254.325637252757
2001,"I-01",10210,4307.23938851933
2001,"K-19",10210,3046.6787936101
2000,"D-06",10210,52.1488484581541
2000,"G-09",10285,2243.70092155963
2000,"A-03",10285,0
2001,"D-04",10285,0
2001,"E-04",10285,25.4119713093437
2001,"D-02",10130,2682.71061242254
2000,"L-06",10210,10235.8071112847
2001,"J-02",10110,0
2000,"O-18",10110,0
2000,"D-18",10285,0
2000,"F-20",21740,18863.5500628527
2001,"I-13",10210,1309.06438822944
2001,"J-07",10210,4527.01736039753
2000,"M-02",10130,12.2088395253854
2000,"N-01",10285,593.095562734365
2000,"I-01",10210,11814.0849935054
2000,"E-01",21740,6081.67142010552
2001,"B-05",10285,0
2000,"N-22",10285,1375.66962955741
2000,"G-22",21740,1477.04542835851
2001,"M-28",10210,0
2001,"L-07",10130,0
2000,"M-25",21740,16628.3138096697
2000,"M-25",10285,3474.60856577718
2000,"K-25",10210,20.1920406742254
2001,"M-23",10285,1081.22382325323
2001,"K-08",10130,358.082575869181
2001,"A-06",10130,455.571693683158
2001,"S-28",10285,0
2001,"R-30",21740,659.707236161343
2001,"N-06",10130,0
2000,"R-32",21740,9841.07621351572
2000,"L-31",10210,0
2003,"O-30",10210,0
2003,"O-30",10285,0
2003,"J-26",10285,0
2002,"R-29",21740,22479.6921609616
2002,"Q-28",10210,0
2002,"O-04",10110,0
2003,"D-07",10130,1163.93190419177
2003,"H-07",21740,10451.5110443584
2003,"I-07",10110,63.6780703034557
2002,"E-04",10110,906.3006017836
2002,"B-02",10130,1902.01395752162
2002,"P-18",10285,320.132741329068
2003,"N-06",10130,0
2004,"F-04",10130,6359.87841483403
2004,"Q-22",10210,336.778310568633
2004,"G-04",10110,988.429299978701
2004,"I-04",10130,353.711717355013
2004,"L-31",10285,0
2004,"P-26",10110,61.7135099283811
2004,"K-24",10210,0
2004,"L-24",21740,4195.32652357149
2004,"M-28",21740,2089.60826347699
2004,"Q-30",10285,0
2004,"D-10",10210,48357.3099803136
2002,"D-08",10130,746.532457951803
2002,"I-07",10210,8641.61192959989
2002,"J-18",10210,2012.64118513281
2002,"M-20",10285,5099.06332536234
2003,"O-02",10285,169.915615488444
2002,"H-06",21740,886.522611048763
2002,"I-15",10110,0
2003,"P-22",21740,45679.4420721832
2003,"H-21",21740,32.3559834716077
2003,"K-19",10130,194.202553608356
2003,"V-28",10210,0
2002,"B-06",10210,129.579390649888
2002,"O-28",10110,865.199496218526
2003,"E-08",10210,10831.351588455
2003,"O-20",10110,0
2002,"G-18",10130,565.218446013148
2002,"F-18",10285,0
2003,"I-03",10285,357.577197435954
2002,"O-24",10110,0
2002,"S-25",10210,218.303181239897
2003,"F-13",10110,54.5978214839671
2003,"N-03",10130,0
2003,"M-18",10210,9492.03827444768
2003,"C-04",10130,1462.71167060605
2003,"L-09",10285,108.287305296981
2003,"J-09",10210,5892.52912331562
2003,"J-09",10285,192.038024448123
2004,"P-25",10210,145.807369849862
2004,"T-26",10110,0
2004,"H-14",10285,3.25112722676816
2004,"T-27",10285,1346.23373075731
2004,"M-07",10110,0
2004,"B-03",21740,14.9360474875965
2004,"K-12",10130,0
2004,"L-09",10110,0
2004,"M-08",10110,0
2004,"D-06",21740,14856.7655419774
2004,"Q-31",21740,5159.67714620406
